iter	Logloss
0	0.6626188548
1	0.6398457371
2	0.614086768
3	0.5893326049
4	0.5678328204
5	0.546733634
6	0.528263018
7	0.5073976811
8	0.4868131157
9	0.4698845467
10	0.452219092
11	0.4398105773
12	0.4255857846
13	0.4112410321
14	0.3951670857
15	0.381247691
16	0.3671010131
17	0.3574128475
18	0.3482364069
19	0.3382234481
20	0.326047854
21	0.314136273
22	0.3033090631
23	0.2947175815
24	0.2839359458
25	0.2753385077
26	0.2660100589
27	0.2586194909
28	0.2496860602
29	0.2422120029
30	0.2357740428
31	0.2290072709
32	0.2230172234
33	0.2169983789
34	0.2118576899
35	0.2048093537
36	0.1993577396
37	0.1949035158
38	0.1901424989
39	0.1858496199
40	0.1813136311
41	0.1763892368
42	0.1715932393
43	0.1683287819
44	0.1647429804
45	0.1607463994
46	0.1575053589
47	0.1541633993
48	0.1509751265
49	0.1488569039
50	0.1454895768
51	0.1424708434
52	0.1395861211
53	0.1367895743
54	0.1339111802
55	0.1314568348
56	0.1292709094
57	0.1271448454
58	0.1248663248
59	0.1224674992
60	0.1204234667
61	0.1192350917
62	0.1169383186
63	0.1149590423
64	0.1132771356
65	0.1116888575
66	0.1098338087
67	0.1082387415
68	0.106856395
69	0.1053836453
70	0.1034991435
71	0.1022880916
72	0.1009861561
73	0.09947729099
74	0.09829844365
75	0.09717555558
76	0.09594864882
77	0.09469373683
78	0.09369346517
79	0.09267504887
80	0.09153111338
81	0.09016731141
82	0.08900632308
83	0.08809745285
84	0.08731703582
85	0.0862527529
86	0.08510680285
87	0.08406391983
88	0.08290663793
89	0.08191833978
90	0.08114213732
91	0.08049531827
92	0.07975652735
93	0.07917183878
94	0.07834930602
95	0.07777535723
96	0.07702214871
97	0.07618839618
98	0.07543220688
99	0.07465004235
100	0.07398947238
101	0.0732822465
102	0.07255389527
103	0.07180238178
104	0.07121745632
105	0.0705265887
106	0.07001569782
107	0.06943235098
108	0.06878838024
109	0.06821647911
110	0.06766232359
111	0.06714931884
112	0.06677698852
113	0.06634191539
114	0.06603845109
115	0.06573294708
116	0.06554914877
117	0.06510120131
118	0.06445703116
119	0.06418252855
120	0.06366839024
121	0.06334331477
122	0.06300845492
123	0.06262410717
124	0.0623641822
125	0.06189455571
126	0.06161740715
127	0.0612118071
128	0.06088404799
129	0.06075289114
130	0.06036029518
131	0.06006102022
132	0.05982723184
133	0.0597351918
134	0.05938845613
135	0.0591348864
136	0.05877959283
137	0.05849176098
138	0.0581468336
139	0.05787977385
140	0.05738325686
141	0.0572776945
142	0.05685004047
143	0.05655643333
144	0.0564159787
145	0.05619248092
146	0.05599423075
147	0.05580678467
148	0.05552467342
149	0.05525797591
150	0.05503684783
151	0.05492575477
152	0.05457597862
153	0.05433022012
154	0.05402979275
155	0.05379995486
156	0.05374991573
157	0.05369806177
158	0.05347267598
159	0.05345414597
160	0.05335561384
161	0.05303806899
162	0.05280474365
163	0.05260967393
164	0.05237456367
165	0.05217617118
166	0.05185401428
167	0.05166504131
168	0.05132166378
169	0.0510305266
170	0.05079881453
171	0.0506117849
172	0.05044703413
173	0.05036731071
174	0.05019750724
175	0.04992314036
176	0.04977066034
177	0.04951695398
178	0.04943008216
179	0.04927372192
180	0.04914419385
181	0.04901114817
182	0.04889852351
183	0.04880869387
184	0.04869470276
185	0.04854376337
186	0.04851748686
187	0.04834736786
188	0.04819729805
189	0.04812247767
190	0.04792693493
191	0.04780003875
192	0.0476776759
193	0.04741631645
194	0.04726681767
195	0.04708400522
196	0.04685022475
197	0.04680236122
198	0.04673792436
199	0.04666297201
200	0.04659173698
201	0.04640997652
202	0.04635201676
203	0.04619862843
204	0.04611336912
205	0.04595366912
206	0.04581708596
207	0.04572444214
208	0.04560913214
209	0.0454676273
210	0.04538820994
211	0.04525824275
212	0.04507528948
213	0.04490266069
214	0.04482836891
215	0.04474849522
216	0.04460130726
217	0.04453849158
218	0.04448769682
219	0.04436054979
220	0.0441735673
221	0.04404581811
222	0.04400926763
223	0.0438211573
224	0.04362569905
225	0.0434017001
226	0.04323874423
227	0.04306155274
228	0.04292806768
229	0.04283207471
230	0.04275826461
231	0.04265982547
232	0.04262062666
233	0.04254224735
234	0.04252277827
235	0.04245035413
236	0.04219271684
237	0.04212501886
238	0.04200489922
239	0.04190225316
240	0.04187150472
241	0.04179794299
242	0.04156917773
243	0.04151636045
244	0.04140068452
245	0.04128389409
246	0.04107746292
247	0.04104757587
248	0.0410185987
249	0.04088283494
250	0.0408073696
251	0.04067019263
252	0.04056939002
253	0.04047999528
254	0.04039299015
255	0.04037323164
256	0.04031398463
257	0.04023967308
258	0.04014538219
259	0.04013945548
260	0.04005686286
261	0.04002970934
262	0.03993098119
263	0.03988261105
264	0.03986187988
265	0.03974674774
266	0.03965463408
267	0.03950592276
268	0.03934974352
269	0.03920526325
270	0.03913886869
271	0.03906245757
272	0.03899574113
273	0.03879124328
274	0.03870906107
275	0.03858489504
276	0.03845589468
277	0.03835753079
278	0.03825411153
279	0.03813559411
280	0.03790006697
281	0.03781726163
282	0.03777135526
283	0.03767538232
284	0.03753624981
285	0.03745455007
286	0.037285279
287	0.03722210069
288	0.03705597267
289	0.03703063705
290	0.03700430443
291	0.03693126442
292	0.0368189268
293	0.03671755197
294	0.03666725068
